Elapsed Time   , Data  , ADC     , StartCells, OpenWire, Discharge, StartAux   , StartStatus, BRD#01 ADDR , CELL01, CELL02, CELL03, CELL04, CELL05, CELL06, CELL07, CELL08, CELL09, CELL10, CELL11, CELL12, GPIO1, GPIO2, GPIO3, GPIO4, GPIO5, VREF2, SOC   , ITMP  , VREGA , VREGD , 
0000:05:24.382, 632, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3192, 1.3369, 2.2979, 1.3040, 2.3332, 2.3238, 0.0000, 0.1125, 0.0000, 0.0102, 0.0426, 0.0306, 3.9891, 4.0520, 0.0000, 5.0172, 5.0174, 3.0023, 11.9920, 2.2795, 5.0592, 3.2062, 
0000:05:24.885, 633, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3193, 1.3370, 2.2979, 1.3040, 2.3332, 2.3237, 0.0000, 0.1136, 0.0000, 0.0102, 0.0422, 0.0300, 3.9901, 4.0524, 0.0000, 5.0173, 5.0171, 3.0022, 11.9940, 2.2798, 5.0593, 3.2063, 
0000:05:25.421, 634, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3192, 1.3368, 2.2979, 1.3042, 2.3332, 2.3238, 0.0000, 0.1120, 0.0000, 0.0101, 0.0428, 0.0311, 3.9887, 4.0516, 0.0000, 5.0175, 5.0175, 3.0023, 11.9940, 2.2792, 5.0589, 3.2065, 
0000:05:25.950, 635, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3193, 1.3369, 2.2979, 1.3041, 2.3332, 2.3238, 0.0000, 0.1117, 0.0000, 0.0103, 0.0431, 0.0311, 3.9900, 4.0513, 0.0000, 5.0171, 5.0170, 3.0022, 11.9940, 2.2797, 5.0591, 3.2067, 
0000:05:26.488, 636, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3192, 1.3369, 2.2979, 1.3041, 2.3333, 2.3238, 0.0000, 0.1111, 0.0000, 0.0102, 0.0433, 0.0312, 3.9903, 4.0527, 0.0000, 5.0171, 5.0174, 3.0022, 11.9920, 2.2793, 5.0593, 3.2065, 
0000:05:27.004, 637, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3193, 1.3370, 2.2978, 1.3041, 2.3330, 2.3238, 0.0000, 0.1117, 0.0000, 0.0102, 0.0430, 0.0306, 3.9886, 4.0532, 0.0000, 5.0174, 5.0175, 3.0023, 11.9940, 2.2791, 5.0591, 3.2066, 
0000:05:27.520, 638, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3191, 1.3369, 2.2978, 1.3040, 2.3332, 2.3239, 0.0000, 0.1113, 0.0000, 0.0103, 0.0432, 0.0310, 3.9892, 4.0515, 0.0000, 5.0171, 5.0173, 3.0021, 11.9920, 2.2794, 5.0592, 3.2061, 
0000:05:28.021, 639, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3191, 1.3369, 2.2978, 1.3041, 2.3331, 2.3237, 0.0000, 0.1131, 0.0000, 0.0104, 0.0425, 0.0300, 3.9877, 4.0516, 0.0000, 5.0171, 5.0171, 3.0022, 11.9940, 2.2796, 5.0589, 3.2063, 
0000:05:28.538, 640, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3192, 1.3369, 2.2978, 1.3040, 2.3332, 2.3238, 0.0000, 0.1137, 0.0000, 0.0104, 0.0423, 0.0297, 3.9906, 4.0518, 0.0000, 5.0173, 5.0171, 3.0023, 11.9940, 2.2793, 5.0587, 3.2062, 
0000:05:29.057, 641, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3197, 1.3378, 2.2984, 1.3052, 2.3337, 2.3249, 0.0000, 0.1135, 0.0000, 0.0103, 0.0427, 0.0301, 3.9896, 4.0517, 0.0000, 5.0170, 5.0173, 3.0023, 11.9980, 2.2795, 5.0584, 3.2067, 
0000:05:29.572, 642, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3196, 1.3381, 2.2984, 1.3053, 2.3337, 2.3249, 0.0000, 0.1126, 0.0000, 0.0101, 0.0429, 0.0305, 3.9882, 4.0524, 0.0000, 5.0174, 5.0175, 3.0024, 12.0000, 2.2790, 5.0594, 3.2065, 
0000:05:30.097, 643, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3197, 1.3381, 2.2983, 1.3053, 2.3337, 2.3249, 0.0000, 0.1126, 0.0000, 0.0103, 0.0430, 0.0304, 3.9885, 4.0522, 0.0000, 5.0172, 5.0173, 3.0023, 11.9960, 2.2791, 5.0589, 3.2062, 
0000:05:30.616, 644, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3198, 1.3382, 2.2983, 1.3053, 2.3336, 2.3249, 0.0000, 0.1126, 0.0000, 0.0103, 0.0430, 0.0305, 3.9888, 4.0509, 0.0000, 5.0170, 5.0172, 3.0022, 12.0000, 2.2796, 5.0584, 3.2062, 
0000:05:31.119, 645, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3197, 1.3383, 2.2985, 1.3055, 2.3338, 2.3250, 0.0000, 0.1137, 0.0000, 0.0104, 0.0424, 0.0299, 3.9895, 4.0527, 0.0000, 5.0177, 5.0179, 3.0021, 11.9980, 2.2797, 5.0593, 3.2060, 
0000:05:31.637, 646, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3197, 1.3383, 2.2984, 1.3054, 2.3338, 2.3251, 0.0000, 0.1122, 0.0000, 0.0102, 0.0432, 0.0309, 3.9899, 4.0523, 0.0000, 5.0173, 5.0176, 3.0022, 12.0000, 2.2796, 5.0588, 3.2057, 
0000:05:32.170, 647, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3198, 1.3383, 2.2985, 1.3054, 2.3338, 2.3250, 0.0000, 0.1127, 0.0000, 0.0102, 0.0429, 0.0305, 3.9910, 4.0526, 0.0000, 5.0176, 5.0179, 3.0023, 12.0000, 2.2795, 5.0590, 3.2061, 
0000:05:32.688, 648, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3199, 1.3383, 2.2985, 1.3055, 2.3338, 2.3249, 0.0000, 0.1123, 0.0000, 0.0100, 0.0430, 0.0308, 3.9895, 4.0526, 0.0000, 5.0173, 5.0174, 3.0024, 12.0000, 2.2794, 5.0589, 3.2061, 
0000:05:33.189, 649, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3198, 1.3383, 2.2985, 1.3056, 2.3337, 2.3251, 0.0000, 0.1136, 0.0000, 0.0104, 0.0427, 0.0301, 3.9869, 4.0500, 0.0000, 5.0173, 5.0172, 3.0023, 12.0000, 2.2794, 5.0594, 3.2061, 
0000:05:33.691, 650, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3197, 1.3384, 2.2984, 1.3055, 2.3337, 2.3251, 0.0000, 0.1141, 0.0000, 0.0102, 0.0421, 0.0296, 3.9886, 4.0515, 0.0000, 5.0173, 5.0174, 3.0023, 11.9960, 2.2795, 5.0593, 3.2064, 
0000:05:34.216, 651, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3198, 1.3384, 2.2986, 1.3057, 2.3338, 2.3250, 0.0000, 0.1133, 0.0000, 0.0102, 0.0426, 0.0304, 3.9897, 4.0518, 0.0000, 5.0175, 5.0176, 3.0023, 12.0000, 2.2791, 5.0592, 3.2058, 
0000:05:34.765, 652, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3197, 1.3384, 2.2985, 1.3056, 2.3337, 2.3250, 0.0000, 0.1114, 0.0000, 0.0100, 0.0435, 0.0312, 3.9887, 4.0528, 0.0000, 5.0175, 5.0177, 3.0022, 11.9980, 2.2789, 5.0588, 3.2061, 
0000:05:35.284, 653, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3198, 1.3384, 2.2986, 1.3056, 2.3337, 2.3251, 0.0000, 0.1120, 0.0000, 0.0100, 0.0431, 0.0306, 3.9884, 4.0512, 0.0000, 5.0175, 5.0173, 3.0023, 12.0020, 2.2792, 5.0589, 3.2061, 
0000:05:35.804, 654, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3199, 1.3384, 2.2987, 1.3057, 2.3337, 2.3251, 0.0000, 0.1120, 0.0000, 0.0103, 0.0432, 0.0308, 3.9880, 4.0526, 0.0000, 5.0178, 5.0176, 3.0023, 12.0020, 2.2796, 5.0593, 3.2060, 
0000:05:36.326, 655, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3198, 1.3385, 2.2986, 1.3056, 2.3338, 2.3252, 0.0000, 0.1126, 0.0000, 0.0104, 0.0428, 0.0302, 3.9880, 4.0509, 0.0000, 5.0177, 5.0173, 3.0023, 12.0000, 2.2794, 5.0587, 3.2059, 
0000:05:36.844, 656, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3198, 1.3384, 2.2986, 1.3056, 2.3338, 2.3251, 0.0000, 0.1128, 0.0000, 0.0102, 0.0428, 0.0303, 3.9898, 4.0516, 0.0000, 5.0174, 5.0176, 3.0022, 12.0000, 2.2793, 5.0594, 3.2060, 
0000:05:37.362, 657, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3199, 1.3385, 2.2986, 1.3057, 2.3339, 2.3251, 0.0000, 0.1117, 0.0000, 0.0103, 0.0433, 0.0308, 3.9886, 4.0507, 0.0000, 5.0179, 5.0173, 3.0022, 12.0020, 2.2793, 5.0591, 3.2058, 
0000:05:37.878, 658, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3199, 1.3385, 2.2986, 1.3056, 2.3337, 2.3252, 0.0000, 0.1133, 0.0000, 0.0103, 0.0425, 0.0299, 3.9908, 4.0512, 0.0000, 5.0175, 5.0175, 3.0022, 12.0000, 2.2792, 5.0592, 3.2057, 
0000:05:38.395, 659, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3200, 1.3385, 2.2986, 1.3057, 2.3338, 2.3251, 0.0000, 0.1132, 0.0000, 0.0102, 0.0426, 0.0303, 3.9893, 4.0518, 0.0000, 5.0173, 5.0166, 3.0022, 12.0000, 2.2794, 5.0586, 3.2059, 
0000:05:38.935, 660, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3195, 1.3380, 2.2984, 1.3050, 2.3333, 2.3244, 0.0000, 0.1114, 0.0000, 0.0101, 0.0435, 0.0315, 3.9906, 4.0533, 0.0000, 5.0174, 5.0173, 3.0023, 11.9980, 2.2790, 5.0592, 3.2058, 
0000:05:39.469, 661, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3194, 1.3374, 2.2982, 1.3047, 2.3334, 2.3243, 0.0000, 0.1102, 0.0000, 0.0101, 0.0438, 0.0317, 3.9896, 4.0526, 0.0000, 5.0176, 5.0170, 3.0023, 11.9960, 2.2792, 5.0587, 3.2057, 
0000:05:39.987, 662, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3194, 1.3373, 2.2981, 1.3045, 2.3333, 2.3243, 0.0000, 0.1123, 0.0000, 0.0103, 0.0427, 0.0304, 3.9888, 4.0512, 0.0000, 5.0174, 5.0167, 3.0023, 11.9940, 2.2795, 5.0587, 3.2056, 
0000:05:40.505, 663, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3196, 1.3373, 2.2982, 1.3045, 2.3332, 2.3243, 0.0000, 0.1125, 0.0000, 0.0103, 0.0426, 0.0304, 3.9894, 4.0522, 0.0000, 5.0175, 5.0168, 3.0022, 11.9960, 2.2790, 5.0585, 3.2061, 
0000:05:41.023, 664, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3195, 1.3374, 2.2981, 1.3045, 2.3333, 2.3243, 0.0000, 0.1122, 0.0000, 0.0102, 0.0428, 0.0309, 3.9873, 4.0508, 0.0000, 5.0170, 5.0172, 3.0022, 11.9960, 2.2797, 5.0588, 3.2063, 
0000:05:41.526, 665, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3194, 1.3373, 2.2981, 1.3045, 2.3333, 2.3243, 0.0000, 0.1134, 0.0000, 0.0103, 0.0424, 0.0300, 3.9893, 4.0526, 0.0000, 5.0172, 5.0170, 3.0022, 11.9960, 2.2797, 5.0591, 3.2059, 
0000:05:42.051, 666, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3193, 1.3372, 2.2980, 1.3045, 2.3334, 2.3243, 0.0000, 0.1132, 0.0000, 0.0103, 0.0426, 0.0302, 3.9891, 4.0528, 0.0000, 5.0175, 5.0172, 3.0023, 11.9960, 2.2795, 5.0592, 3.2057, 
0000:05:42.567, 667, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3194, 1.3371, 2.2980, 1.3044, 2.3332, 2.3242, 0.0000, 0.1131, 0.0000, 0.0102, 0.0426, 0.0302, 3.9891, 4.0516, 0.0000, 5.0169, 5.0173, 3.0023, 11.9960, 2.2790, 5.0589, 3.2060, 
0000:05:43.068, 668, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3194, 1.3372, 2.2980, 1.3045, 2.3333, 2.3239, 0.0000, 0.1140, 0.0000, 0.0102, 0.0421, 0.0298, 3.9891, 4.0520, 0.0000, 5.0174, 5.0176, 3.0023, 11.9960, 2.2798, 5.0589, 3.2056, 
0000:05:43.584, 669, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3193, 1.3373, 2.2980, 1.3044, 2.3333, 2.3240, 0.0000, 0.1125, 0.0000, 0.0101, 0.0427, 0.0306, 3.9888, 4.0512, 0.0000, 5.0173, 5.0169, 3.0023, 11.9940, 2.2798, 5.0590, 3.2059, 
0000:05:44.102, 670, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3193, 1.3372, 2.2979, 1.3044, 2.3333, 2.3242, 0.0000, 0.1137, 0.0000, 0.0102, 0.0421, 0.0295, 3.9887, 4.0511, 0.0000, 5.0177, 5.0169, 3.0022, 11.9940, 2.2796, 5.0586, 3.2053, 
0000:05:44.620, 671, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3272, 1.3513, 2.3060, 1.3181, 2.3408, 2.3387, 0.0000, 0.1134, 0.0000, 0.0109, 0.0440, 0.0311, 3.9881, 4.0514, 0.0000, 5.0173, 5.0175, 3.0022, 12.0640, 2.2799, 5.0587, 3.2058, 
0000:05:45.138, 672, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3200, 1.3424, 2.2991, 1.3089, 2.3337, 2.3246, 0.0000, 0.1133, 0.0000, 0.0101, 0.0426, 0.0301, 3.9905, 4.0527, 0.0000, 5.0174, 5.0175, 3.0022, 12.0100, 2.2791, 5.0589, 3.2058, 
0000:05:45.663, 673, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3198, 1.3390, 2.2986, 1.3061, 2.3335, 2.3244, 0.0000, 0.1131, 0.0000, 0.0100, 0.0427, 0.0305, 3.9904, 4.0534, 0.0000, 5.0172, 5.0171, 3.0022, 11.9980, 2.2794, 5.0590, 3.2059, 
0000:05:46.167, 674, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3198, 1.3382, 2.2987, 1.3054, 2.3335, 2.3244, 0.0000, 0.1139, 0.0000, 0.0102, 0.0425, 0.0299, 3.9889, 4.0515, 0.0000, 5.0172, 5.0171, 3.0023, 11.9980, 2.2796, 5.0595, 3.2059, 
0000:05:46.685, 675, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3197, 1.3378, 2.2984, 1.3050, 2.3335, 2.3243, 0.0000, 0.1133, 0.0000, 0.0099, 0.0424, 0.0301, 3.9886, 4.0528, 0.0000, 5.0177, 5.0175, 3.0022, 11.9960, 2.2796, 5.0590, 3.2053, 
0000:05:47.187, 676, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3197, 1.3376, 2.2985, 1.3049, 2.3334, 2.3244, 0.0000, 0.1141, 0.0000, 0.0102, 0.0424, 0.0300, 3.9887, 4.0518, 0.0000, 5.0174, 5.0170, 3.0022, 11.9980, 2.2795, 5.0593, 3.2061, 
0000:05:47.704, 677, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3198, 1.3375, 2.2984, 1.3048, 2.3336, 2.3244, 0.0000, 0.1122, 0.0000, 0.0102, 0.0432, 0.0310, 3.9898, 4.0502, 0.0000, 5.0176, 5.0176, 3.0023, 11.9980, 2.2795, 5.0596, 3.2058, 
0000:05:48.235, 678, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3196, 1.3374, 2.2982, 1.3048, 2.3333, 2.3244, 0.0000, 0.1132, 0.0000, 0.0101, 0.0425, 0.0301, 3.9902, 4.0530, 0.0000, 5.0172, 5.0173, 3.0022, 11.9960, 2.2795, 5.0587, 3.2054, 
0000:05:48.737, 679, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3195, 1.3374, 2.2983, 1.3048, 2.3333, 2.3243, 0.0000, 0.1140, 0.0000, 0.0103, 0.0422, 0.0298, 3.9889, 4.0525, 0.0000, 5.0168, 5.0168, 3.0023, 11.9960, 2.2795, 5.0585, 3.2058, 
0000:05:49.257, 680, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3195, 1.3374, 2.2983, 1.3047, 2.3334, 2.3242, 0.0000, 0.1131, 0.0000, 0.0101, 0.0428, 0.0303, 3.9893, 4.0515, 0.0000, 5.0174, 5.0175, 3.0021, 11.9980, 2.2794, 5.0593, 3.2055, 
0000:05:49.781, 681, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3195, 1.3373, 2.2982, 1.3046, 2.3334, 2.3240, 0.0000, 0.1130, 0.0000, 0.0102, 0.0428, 0.0304, 3.9898, 4.0521, 0.0000, 5.0177, 5.0177, 3.0022, 11.9980, 2.2792, 5.0585, 3.2059, 
0000:05:50.284, 682, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3195, 1.3373, 2.2982, 1.3047, 2.3333, 2.3240, 0.0000, 0.1138, 0.0000, 0.0102, 0.0424, 0.0302, 3.9899, 4.0527, 0.0000, 5.0171, 5.0172, 3.0023, 11.9960, 2.2790, 5.0588, 3.2054, 
0000:05:50.802, 683, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3195, 1.3373, 2.2982, 1.3046, 2.3333, 2.3240, 0.0000, 0.1121, 0.0000, 0.0102, 0.0430, 0.0309, 3.9880, 4.0508, 0.0000, 5.0175, 5.0177, 3.0023, 11.9960, 2.2796, 5.0589, 3.2060, 
0000:05:51.321, 684, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3196, 1.3374, 2.2983, 1.3046, 2.3333, 2.3240, 0.0000, 0.1121, 0.0000, 0.0101, 0.0431, 0.0312, 3.9899, 4.0531, 0.0000, 5.0176, 5.0172, 3.0023, 11.9960, 2.2797, 5.0586, 3.2058, 
0000:05:51.839, 685, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3196, 1.3375, 2.2982, 1.3046, 2.3333, 2.3242, 0.0000, 0.1135, 0.0000, 0.0104, 0.0425, 0.0300, 3.9891, 4.0518, 0.0000, 5.0178, 5.0171, 3.0022, 11.9980, 2.2793, 5.0588, 3.2058, 
0000:05:52.372, 686, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3195, 1.3374, 2.2982, 1.3047, 2.3335, 2.3242, 0.0000, 0.1121, 0.0000, 0.0102, 0.0432, 0.0311, 3.9901, 4.0531, 0.0000, 5.0175, 5.0174, 3.0022, 11.9960, 2.2794, 5.0593, 3.2057, 
0000:05:52.895, 687, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3195, 1.3374, 2.2982, 1.3046, 2.3333, 2.3240, 0.0000, 0.1125, 0.0000, 0.0101, 0.0429, 0.0306, 3.9897, 4.0538, 0.0000, 5.0172, 5.0176, 3.0023, 11.9940, 2.2793, 5.0592, 3.2058, 
0000:05:53.413, 688, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3194, 1.3373, 2.2981, 1.3045, 2.3333, 2.3241, 0.0000, 0.1129, 0.0000, 0.0101, 0.0427, 0.0302, 3.9906, 4.0528, 0.0000, 5.0169, 5.0170, 3.0020, 11.9980, 2.2796, 5.0592, 3.2061, 
0000:05:53.915, 689, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3194, 1.3374, 2.2982, 1.3046, 2.3334, 2.3242, 0.0000, 0.1137, 0.0000, 0.0105, 0.0424, 0.0297, 3.9919, 4.0524, 0.0000, 5.0172, 5.0168, 3.0022, 11.9940, 2.2791, 5.0587, 3.2057, 
0000:05:54.418, 690, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3195, 1.3374, 2.2981, 1.3045, 2.3332, 2.3240, 0.0000, 0.1140, 0.0000, 0.0103, 0.0422, 0.0297, 3.9894, 4.0527, 0.0000, 5.0175, 5.0177, 3.0022, 11.9940, 2.2791, 5.0587, 3.2062, 
0000:05:54.937, 691, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3195, 1.3374, 2.2982, 1.3046, 2.3334, 2.3241, 0.0000, 0.1126, 0.0000, 0.0101, 0.0427, 0.0306, 3.9901, 4.0529, 0.0000, 5.0174, 5.0171, 3.0022, 11.9940, 2.2792, 5.0589, 3.2060, 
0000:05:55.470, 692, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3194, 1.3373, 2.2981, 1.3046, 2.3333, 2.3241, 0.0000, 0.1127, 0.0000, 0.0102, 0.0426, 0.0303, 3.9897, 4.0521, 0.0000, 5.0173, 5.0171, 3.0023, 11.9960, 2.2796, 5.0592, 3.2061, 
0000:05:55.973, 693, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3194, 1.3374, 2.2980, 1.3044, 2.3333, 2.3240, 0.0000, 0.1137, 0.0000, 0.0103, 0.0424, 0.0301, 3.9903, 4.0537, 0.0000, 5.0173, 5.0174, 3.0022, 11.9980, 2.2795, 5.0588, 3.2058, 
0000:05:56.513, 694, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3193, 1.3375, 2.2981, 1.3047, 2.3333, 2.3241, 0.0000, 0.1121, 0.0000, 0.0102, 0.0431, 0.0312, 3.9900, 4.0525, 0.0000, 5.0172, 5.0171, 3.0023, 11.9960, 2.2794, 5.0590, 3.2062, 
0000:05:57.045, 695, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3194, 1.3374, 2.2981, 1.3046, 2.3333, 2.3240, 0.0000, 0.1109, 0.0000, 0.0101, 0.0437, 0.0314, 3.9904, 4.0533, 0.0000, 5.0175, 5.0176, 3.0023, 11.9980, 2.2794, 5.0587, 3.2057, 
0000:05:57.562, 696, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3193, 1.3374, 2.2981, 1.3046, 2.3333, 2.3240, 0.0000, 0.1128, 0.0000, 0.0103, 0.0425, 0.0302, 3.9891, 4.0513, 0.0000, 5.0171, 5.0173, 3.0022, 11.9940, 2.2794, 5.0587, 3.2058, 
0000:05:58.064, 697, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3194, 1.3373, 2.2981, 1.3045, 2.3332, 2.3240, 0.0000, 0.1137, 0.0000, 0.0103, 0.0420, 0.0296, 3.9899, 4.0526, 0.0000, 5.0176, 5.0172, 3.0022, 11.9980, 2.2796, 5.0589, 3.2061, 
0000:05:58.566, 698, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3194, 1.3375, 2.2981, 1.3046, 2.3332, 2.3241, 0.0000, 0.1142, 0.0000, 0.0102, 0.0420, 0.0294, 3.9893, 4.0519, 0.0000, 5.0172, 5.0174, 3.0022, 11.9980, 2.2798, 5.0589, 3.2059, 
0000:05:59.069, 699, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3194, 1.3373, 2.2979, 1.3046, 2.3333, 2.3242, 0.0000, 0.1144, 0.0000, 0.0101, 0.0421, 0.0297, 3.9889, 4.0518, 0.0000, 5.0173, 5.0176, 3.0022, 11.9940, 2.2796, 5.0585, 3.2059, 
0000:05:59.588, 700, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3194, 1.3374, 2.2980, 1.3045, 2.3331, 2.3240, 0.0000, 0.1137, 0.0000, 0.0100, 0.0422, 0.0300, 3.9909, 4.0522, 0.0000, 5.0175, 5.0175, 3.0022, 11.9960, 2.2796, 5.0594, 3.2061, 
0000:06:00.089, 701, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3194, 1.3373, 2.2980, 1.3048, 2.3332, 2.3241, 0.0000, 0.1141, 0.0000, 0.0102, 0.0421, 0.0301, 3.9896, 4.0516, 0.0000, 5.0178, 5.0172, 3.0021, 11.9940, 2.2795, 5.0590, 3.2057, 
0000:06:00.607, 702, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3194, 1.3373, 2.2980, 1.3046, 2.3332, 2.3240, 0.0000, 0.1132, 0.0000, 0.0101, 0.0426, 0.0306, 3.9897, 4.0523, 0.0000, 5.0174, 5.0173, 3.0022, 11.9960, 2.2796, 5.0590, 3.2057, 
0000:06:01.132, 703, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3195, 1.3373, 2.2980, 1.3046, 2.3332, 2.3241, 0.0000, 0.1132, 0.0000, 0.0103, 0.0425, 0.0306, 3.9896, 4.0518, 0.0000, 5.0172, 5.0172, 3.0022, 11.9960, 2.2795, 5.0587, 3.2059, 
0000:06:01.634, 704, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3194, 1.3375, 2.2980, 1.3047, 2.3332, 2.3240, 0.0000, 0.1139, 0.0000, 0.0101, 0.0422, 0.0299, 3.9892, 4.0516, 0.0000, 5.0178, 5.0174, 3.0022, 11.9960, 2.2795, 5.0596, 3.2055, 
0000:06:02.138, 705, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3193, 1.3374, 2.2980, 1.3046, 2.3332, 2.3240, 0.0000, 0.1146, 0.0000, 0.0101, 0.0420, 0.0296, 3.9900, 4.0534, 0.0000, 5.0172, 5.0175, 3.0022, 11.9960, 2.2794, 5.0588, 3.2054, 
0000:06:02.672, 706, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3194, 1.3374, 2.2980, 1.3046, 2.3332, 2.3240, 0.0000, 0.1117, 0.0000, 0.0101, 0.0433, 0.0315, 3.9883, 4.0515, 0.0000, 5.0171, 5.0171, 3.0022, 11.9940, 2.2797, 5.0592, 3.2059, 
0000:06:03.177, 707, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2.3194, 1.3374, 2.2979, 1.3046, 2.3333, 2.3239, 0.0000, 0.1132, 0.0000, 0.0102, 0.0426, 0.0305, 3.9887, 4.0519, 0.0000, 5.0172, 5.0174, 3.0023, 11.9960, 2.2795, 5.0586, 3.2055, 
